id,priority,status,role,title,deps,inputs,output,project_id,phase,workstream,exclusive_keys,size_class,quality_tier,risk_tier,wave_id,batch_hint,acceptance,compliance_profile,notes,min_capability_tier,context_class,tool_requirements,context_refs
TASK_INV_IMPL_E04,40,BLOCKED,ARCHITECT,"Electronics part master, parameters, MPN and AVL",TASK_INV_IMPL_E01,"audit E04; electronics benchmark",projects/INVENTORY_EVOLUTION/output/TASK_INV_IMPL_E04.md,INVENTORY_EVOLUTION,ENGINEERING,part_master,INV:IMPL:E04,XL,IMPLEMENTATION,HIGH,I3,,"Engineer/buyer can resolve controlled internal part from MPN/source and see parameters, AVL, stock and where-used context.",SOFTWARE_IMPLEMENTATION_V1,,4,L,git,"audit PART_PARAMETRIC; AVL; OSS_ELECTRONICS"
TASK_INV_IMPL_E05,50,BLOCKED,ARCHITECT,"Revisioned EBOM/MBOM, ECN/ECO and controlled documents",TASK_INV_IMPL_E04,"audit E05",projects/INVENTORY_EVOLUTION/output/TASK_INV_IMPL_E05.md,INVENTORY_EVOLUTION,ENGINEERING,configuration_control,INV:IMPL:E05,XL,IMPLEMENTATION,CRITICAL,I4,,"Released configuration is immutable, revisioned and sufficient to answer exact BOM/drawing/firmware applicability.",SOFTWARE_IMPLEMENTATION_V1,,4,L,git,"audit EBOM_MBOM; REVISION_ECN; DOC_CONTROL"
TASK_INV_IMPL_E06,60,BLOCKED,ARCHITECT,"Work order and manufacturing execution spine",TASK_INV_IMPL_E02;TASK_INV_IMPL_E05,"audit E06",projects/INVENTORY_EVOLUTION/output/TASK_INV_IMPL_E06.md,INVENTORY_EVOLUTION,MANUFACTURING,work_order,INV:IMPL:E06,XL,IMPLEMENTATION,CRITICAL,I5,,"One product can be built from released MBOM through controlled reserve/issue/return/scrap/output transactions.",SOFTWARE_IMPLEMENTATION_V1,,4,L,git,"audit WORK_ORDER"
TASK_INV_IMPL_E07,70,BLOCKED,ARCHITECT,"Quality, lot/serial genealogy and RF test evidence",TASK_INV_IMPL_E06,"audit E07",projects/INVENTORY_EVOLUTION/output/TASK_INV_IMPL_E07.md,INVENTORY_EVOLUTION,QUALITY,trace_test,INV:IMPL:E07,XL,IMPLEMENTATION,CRITICAL,I6,,"Shipped serial can trace revision/build/required component lineage/firmware/test/calibration/customer with explicit legacy-untraced boundaries.",SOFTWARE_IMPLEMENTATION_V1,,4,L,git,"audit QC_NCR; LOT_SERIAL; TEST_RECORD"
TASK_INV_IMPL_E08,80,BLOCKED,ARCHITECT,"Procurement planning, MRP and subcontract",TASK_INV_IMPL_E02;TASK_INV_IMPL_E05;TASK_INV_IMPL_E06,"audit E08",projects/INVENTORY_EVOLUTION/output/TASK_INV_IMPL_E08.md,INVENTORY_EVOLUTION,PLANNING,mrp_subcontract,INV:IMPL:E08,XL,IMPLEMENTATION,HIGH,I7,,"Every MRP recommendation explains dated demand, qualified supply and policy; draft PO/WO requires controlled approval.",SOFTWARE_IMPLEMENTATION_V1,,4,L,git,"audit MRP; SUBCONTRACT"
TASK_INV_IMPL_E09,90,BLOCKED,ARCHITECT,"Omnichannel connector, ATP publication and reconciliation",TASK_INV_IMPL_E01;TASK_INV_IMPL_E02,"audit E09",projects/INVENTORY_EVOLUTION/output/TASK_INV_IMPL_E09.md,INVENTORY_EVOLUTION,COMMERCE,omnichannel,INV:IMPL:E09,XL,IMPLEMENTATION,HIGH,I7,,"Connector retries/replays do not duplicate business objects; channel publication uses ATP and persistent mismatches become actionable reconciliation items.",SOFTWARE_IMPLEMENTATION_V1,,4,L,git,"audit PLATFORM_CONNECTOR; OMNICHANNEL"
TASK_INV_IMPL_E10,100,BLOCKED,WORKER,"CRM, quotation, samples, support and RMA",TASK_INV_IMPL_E02;TASK_INV_IMPL_E07,"audit E10",projects/INVENTORY_EVOLUTION/output/TASK_INV_IMPL_E10.md,INVENTORY_EVOLUTION,AFTERSALES,crm_rma,INV:IMPL:E10,XL,IMPLEMENTATION,HIGH,I8,,"Customer/order/serial/support/RMA lifecycle is navigable without manual file hunting and financial/physical return are separated.",SOFTWARE_IMPLEMENTATION_V1,,4,L,git,"audit CRM_QUOTE; RETURNS_RMA; CUSTOMER_SERVICE"
TASK_INV_IMPL_E11,110,BLOCKED,WORKER,"Pricing safety, channel economics and manufacturing cost",TASK_INV_IMPL_E06;TASK_INV_IMPL_E09,"audit E11",projects/INVENTORY_EVOLUTION/output/TASK_INV_IMPL_E11.md,INVENTORY_EVOLUTION,FINANCE,pricing_cost,INV:IMPL:E11,XL,IMPLEMENTATION,HIGH,I8,,"Margin/markup formulas are unambiguous and completed-order contribution is reproducible from immutable economic/cost events.",SOFTWARE_IMPLEMENTATION_V1,,4,L,git,"audit PRICING_MARGIN; COST_ACCOUNTING; CHANNEL_FINANCE"
TASK_INV_IMPL_E12,120,BLOCKED,WORKER,"KPI lineage, executive reporting and product intelligence",TASK_INV_IMPL_E08;TASK_INV_IMPL_E10;TASK_INV_IMPL_E11,"audit E12",projects/INVENTORY_EVOLUTION/output/TASK_INV_IMPL_E12.md,INVENTORY_EVOLUTION,REPORTING,kpi_product_intel,INV:IMPL:E12,L,IMPLEMENTATION,MEDIUM,I9,,"No management KPI appears without definition, lineage and reconciled drill-through.",SOFTWARE_IMPLEMENTATION_V1,,3,M,git,"audit EXEC_REPORTING; PRODUCT_INTELLIGENCE"
TASK_INV_IMPL_E13,130,BLOCKED,WORKER,"Rules automation and exception routing",TASK_INV_IMPL_E01;TASK_INV_IMPL_E12,"audit E13",projects/INVENTORY_EVOLUTION/output/TASK_INV_IMPL_E13.md,INVENTORY_EVOLUTION,AUTOMATION,rules,INV:IMPL:E13,L,IMPLEMENTATION,HIGH,I10,,"Rules reduce manual checking with dedupe/audit/simulation and cannot auto-execute approval-required consequences.",SOFTWARE_IMPLEMENTATION_V1,,3,M,git,"audit AUTOMATION_RULES"
TASK_INV_IMPL_E14,140,BLOCKED,WORKER,"Evidence-bound AI Copilot",TASK_INV_IMPL_E01;TASK_INV_IMPL_E12;TASK_INV_IMPL_E13,"audit E14",projects/INVENTORY_EVOLUTION/output/TASK_INV_IMPL_E14.md,INVENTORY_EVOLUTION,AUTOMATION,ai_copilot,INV:IMPL:E14,L,IMPLEMENTATION,HIGH,I11,,"AI saves analysis time with evidence and permission scope while authoritative mutations remain deterministic and approved.",SOFTWARE_IMPLEMENTATION_V1,,4,L,git,"audit AI_COPILOT"
TASK_INV_IMPL_E15,150,BLOCKED,ARCHITECT,"Conditional PostgreSQL/performance scale-up",TASK_INV_IMPL_E00_S04;TASK_INV_IMPL_E01,"audit E15; measured telemetry",projects/INVENTORY_EVOLUTION/output/TASK_INV_IMPL_E15.md,INVENTORY_EVOLUTION,PLATFORM,scale_up,INV:IMPL:E15,XL,IMPLEMENTATION,HIGH,CONDITIONAL,,"Starts only on measured entry criteria; migration preserves business invariants under identical backend contract tests.",SOFTWARE_IMPLEMENTATION_V1,"Not calendar-triggered",4,L,git,"audit SCALABILITY; TARGET_ARCHITECTURE"
